1,47.888,46.9,49.735,46.11,45.3,33.655,36.455,39.61
8,47.9266,47.65,50.485,46.86,45.675,34.505,37.305,40.41
14,48.1,47.65,50.485,47.11,45.925,34.78,37.255,40.175
21,48.0446,48.1,50.935,45.26,45.925,34.105,36.905,42.535
29,48.0615,48.675,51.785,46.685,44.65,34.405,37.305,42.875
36,48.082,49.675,52.785,47.235,45.525,35.035,37.83,43.46
42,48.0747,49.15,51.26,48.01,46.84,35.73,37.73,43.885
50,48.0811,49.4,51.51,48.635,46.9,36.23,38.23,43.71
57,48.0576,49.05,52.36,49.06,47.325,36.78,38.78,44.21
64,48.4454,49.8,53.11,48.51,46.25,36.905,39.405,44.76
71,48.9781,51,54.31,49.51,47.375,38.43,40.505,45.81
78,48.5781,52,55.31,50.51,48.35,39.255,41.405,46.66
85,48.4925,51.9,55.21,50.385,48.2,39.235,41.48,46.46
92,48.6808,53.15,54.835,51.635,49.575,40.1,42.15,46.885
99,48.6249,53.15,54.835,51.635,49.575,39.8,42.425,47.085
106,48.4861,51.95,53.635,50.435,48.375,38.55,40.95,45.46
113,48.5932,52.6,54.285,50.76,48.7,38.6,41,45.51
120,48.4563,52.35,54.035,50.635,48.75,38.6,41.03,45.46
127,48.385,52.95,54.635,51.235,49.325,39.275,41.6,45.835
134,48.3041,53.4,55.085,51.685,49.775,39.525,41.95,46.485
141,47.95,53.6,55.285,50.5,51.7,40.7,42.3,46.835
148,47.7807,54.35,56.035,52.26,51.685,35.875,38.3,47.61
155,47.9108,54.15,55.835,52.985,50.6,40.775,43.45,47.96
162,48.0498,54.3,55.985,53.06,50.675,40.9,43.675,47.885
169,47.8146,55.1,56.785,54.235,52.175,41.705,44,47.935
176,47.7583,54.935,56.985,53.68,51.27,41.65,44.475,48.455
183,48.3818,55.4361,57.005,53.68,51.6,41.805,44.655,48.755
190,48.5893,56.185,56.625,53.95,51.875,42.035,44.875,49.405
197,49.2152,58.46,57.625,54.45,52.375,42.385,45.55,49.855
204,50.2266,59.06,58.225,55.525,53.45,42.885,45.925,50.43
211,50.1996,60.21,59.375,56.175,54.6,43.385,46.6,50.48
218,50.0365,60.31,59.475,56,54.5,43.815,47.05,50.955
224,50.2307,59.56,58.725,55.25,53.75,43.425,46.4,50.845
232,50.335,60.61,59.775,56.165,54.665,43.895,46.5,50.88
239,50.434,59.96,59.125,56.275,54.775,43.7,45.8,50.13
246,50.526,59.96,59.125,56.275,54.775,43.5,45.5,49.73
253,50.0069,57.885,58.325,56.75,55.25,43.06,45.525,50.105
260,49.8232,58.285,58.375,57.1,55.65,43.535,45.3,50.055
274,49.9613,59.435,59.275,57.85,56.4,44.71,46.825,51.08
281,50.313,60.21,59.375,56.175,54.6,43.385,46.6,50.48
288,51.1802,60.785,60.625,57.75,56.325,45.525,47.9,52.5
295,50.5236,62.235,62.075,59.2,57.9,47.135,49.625,54.03
302,50.7427,62.675,63.375,60.4,58.65,48.91,51.4,55.53
309,50.8063,64.475,65.175,62.1,60.25,50.41,52.9,56.815
315,50.708,65.625,66.55,63.575,61.55,51.6,54.085,58.015
323,50.5893,66.775,67.775,64.775,62.5,50.86,53.925,57.865
330,50.0519,65.775,66.775,63.89,61.5,50.26,53.15,57.04
337,50.3469,64.875,65.875,62.9,60.8,50.26,53.15,56.94
344,50.4452,64.025,65.025,62.05,59.95,49.06,51.95,55.64
351,50.4389,62.925,64.35,60.95,58.85,48.46,52.335,53.235
359,50.3411,60.525,61.95,59.075,57,46.06,49.6875,50.535
365,50.021,62.125,63.55,59.725,57.875,46.885,51.035,51.735
370,49.9136,62.675,64.1,60.45,58.9,47.435,51.585,52.285
382,51.0581,62.475,63.35,60.275,58.7,47.035,50.935,51.435
386,51.1832,64.325,65,61.45,60.55,48.66,53.335,53.6
393,51.0891,65.075,65.95,62.75,61.225,50.41,54.435,54.335
400,51.4169,65.57,66.65,63.425,62.125,51.86,56.095,56.365
407,51.2629,67.425,66.85,64.3,62.75,53.36,58.135,58.335
414,50.9448,67.4,67.6,64.8,63.075,54.26,58.065,60.19
421,51.3178,68.45,68.5,66.225,64.425,55.66,59.25,61.34
428,51.389,69.65,69.7,67.375,65.625,56.785,60.3,60.685
435,51.4336,67.525,70.65,68.175,66.425,56.785,60.475,62.84
442,51.6229,68.425,71.55,69.075,67.325,57.785,61.75,61.885
449,52.218,72.025,75.15,71.875,70.5,63.435,67.235,66.15
456,52.3339,78.925,82.25,79.2,77.95,75.36,80.375,74.955
461,52.3566,73.675,76,73.98,72.565,65.22,68.935,66.405
470,51.8945,77.075,79.225,75.275,72.725,69.515,76.955,71.105
478,51.6015,74.775,77.3,72.79,71.025,69.88,75.105,74.155
485,52.1705,73.775,75.12,71.165,69.9,69.53,74.295,71.155
489,52.4636,74.225,75.57,71.615,70.4,71.225,75.995,71.605
498,52.3884,77.225,78.5705,74.6,73.35,75.255,79.875,79.02
505,52.4123,76.575,77.92,74.265,73.025,74.68,78.725,77.945
512,52.3995,80.775,82.12,77.64,76.375,76.98,80.825,80.87
520,52.2446,80.075,81.72,77.59,76.425,76.195,80.25,77.705
526,52.3518,84.325,85.225,80.895,78.975,73.075,77.95,76.015
533,52.8045,82.625,83.525,79.19,77.27,73.05,77.8,80.57
540,52.9802,85.325,86.225,81.825,80.175,80.15,84.75,87.27
545,53.2555,87.475,88.175,83.825,82.2,84.18,88.875,92.12
554,54.7172,88.275,88.975,84.575,84.5,86.455,90.6,92.97
561,54.9869,88.775,88.2,85.075,83.35,88.83,92.975,93.87
568,56.0464,88.775,87.9,85.075,83.3,85.83,90.15,90.52
575,56.3721,83.075,82.15,78.8755,77.55,79.68,84.05,85.02
582,56.4471,78.05,77.15,73.825,75,77.63,82.05,84.32
589,55.9242,77.675,76.65,73.14,70.525,75.9,79.2,83.17
596,55.8097,77.6,75.725,73.74,71.875,74.925,78.6,82.42
603,55.4093,75.5,73.625,71.1,69.775,73.775,75.575,79.22
610,55.9209,77.025,72.345,70.975,69.675,70.965,74.975,78.77
617,56.0328,77.575,73.045,71.575,70.375,73.075,76.025,81.08
624,56.7001,78.975,74.2,72.925,71.775,79.425,83.5005,84.015
629,57.3129,75.225,71.4,70,69.05,77.7,81.95,87.78
638,57.3538,74.775,70.95,68.825,68.16,76.175,80.2,84.705
646,58.9477,74.675,70.325,68.525,68.025,72.045,76.05,80.33
652,58.5659,73.025,68.615,67.42,66.57,70.37,73.725,79.305
659,58.813,72.625,67.965,66.97,66.12,69.87,72.96,78.38
666,58.891,73.26,69.165,67.745,66.895,75.495,79.125,81.88
673,58.8805,72.275,68.865,68.495,67.37,77.675,80.375,84.775
680,58.2988,71.925,68.515,67.845,66.795,76.575,79.275,84.255
